content,content_clean,content_preprocessing
Bagus sekali,bagus sekali,"['bagus', 'sekali']"
"Setelah di update,kinerja apknya malah menurun👎",setelah di updatekinerja apknya malah menurun,"['setelah', 'di', 'updatekinerja', 'apknya', 'malah', 'menurun']"
Pas update makin rusak,pas update makin rusak,"['pas', 'update', 'makin', 'rusak']"
"Barusan udah update, eh malah pas mau ngirim tugas gk bisa, gk kebaca atau gk ditemukan gitu file nya, gmna sih iniiii malah bntar lagi deadline takut terus gini",barusan udah update eh malah pas mau ngirim tugas gk bisa gk kebaca atau gk ditemukan gitu file nya gmna sih iniiii malah bntar lagi deadline takut terus gini,"['barusan', 'udah', 'update', 'eh', 'malah', 'pas', 'mau', 'ngirim', 'tugas', 'gk', 'bisa', 'gk', 'kebaca', 'atau', 'gk', 'ditemukan', 'gitu', 'file', 'nya', 'gmna', 'sih', 'iniiii', 'malah', 'bntar', 'lagi', 'deadline', 'takut', 'terus', 'gini']"
Lelet,lelet,['lelet']
B aja,b aja,"['b', 'aja']"
Di bagian otomotip selaluh ikut aturan Dan suka membantu sesama,di bagian otomotip selaluh ikut aturan dan suka membantu sesama,"['di', 'bagian', 'otomotip', 'selaluh', 'ikut', 'aturan', 'dan', 'suka', 'membantu', 'sesama']"
Sering error,sering error,"['sering', 'error']"
"Halo mimin, boleh tanya. Kenapa begitu selesai update aplikasi forum kelasnya tidak muncul , padahal di Edlink web nyata2 ada. Udah saya log out ulang, juga install ulang masih tidak berhasil. Bagaimana ini?",halo mimin boleh tanya kenapa begitu selesai update aplikasi forum kelasnya tidak muncul  padahal di edlink web nyata ada udah saya log out ulang juga install ulang masih tidak berhasil bagaimana ini,"['halo', 'mimin', 'boleh', 'tanya', 'kenapa', 'begitu', 'selesai', 'update', 'aplikasi', 'forum', 'kelasnya', 'tidak', 'muncul', 'padahal', 'di', 'edlink', 'web', 'nyata', 'ada', 'udah', 'saya', 'log', 'out', 'ulang', 'juga', 'install', 'ulang', 'masih', 'tidak', 'berhasil', 'bagaimana', 'ini']"
Ini kenapa ya min cmn mengunduh doang tapi hasil unduhan nya gk ada dan gk bs dibuka cmn mengunduh doang tlg di fix kuliah jd gk lancar kbnykn mahasiswa problem hampir sama seperti ini sehabis update,ini kenapa ya min cmn mengunduh doang tapi hasil unduhan nya gk ada dan gk bs dibuka cmn mengunduh doang tlg di fix kuliah jd gk lancar kbnykn mahasiswa problem hampir sama seperti ini sehabis update,"['ini', 'kenapa', 'ya', 'min', 'cmn', 'mengunduh', 'doang', 'tapi', 'hasil', 'unduhan', 'nya', 'gk', 'ada', 'dan', 'gk', 'bs', 'dibuka', 'cmn', 'mengunduh', 'doang', 'tlg', 'di', 'fix', 'kuliah', 'jd', 'gk', 'lancar', 'kbnykn', 'mahasiswa', 'problem', 'hampir', 'sama', 'seperti', 'ini', 'sehabis', 'update']"
"gajelas, file gabisa kebaca padahal udah ada semua applikasi pembaca, gabisa ngirim tugas",gajelas file gabisa kebaca padahal udah ada semua applikasi pembaca gabisa ngirim tugas,"['gajelas', 'file', 'gabisa', 'kebaca', 'padahal', 'udah', 'ada', 'semua', 'applikasi', 'pembaca', 'gabisa', 'ngirim', 'tugas']"
"Banyak bugnya, filenya banyak yang nggak kebaca",banyak bugnya filenya banyak yang nggak kebaca,"['banyak', 'bugnya', 'filenya', 'banyak', 'yang', 'nggak', 'kebaca']"
"Maaf sebelumnya ni, aplikasi sekarang kurang bagus karena untuk mendownload file tugas sudah susah, tolong diperbaiki",maaf sebelumnya ni aplikasi sekarang kurang bagus karena untuk mendownload file tugas sudah susah tolong diperbaiki,"['maaf', 'sebelumnya', 'ni', 'aplikasi', 'sekarang', 'kurang', 'bagus', 'karena', 'untuk', 'mendownload', 'file', 'tugas', 'sudah', 'susah', 'tolong', 'diperbaiki']"
Setelah di update ga jelas,setelah di update ga jelas,"['setelah', 'di', 'update', 'ga', 'jelas']"
Mantap,mantap,['mantap']
"Setelah saya update edlink ke versi terbaru, saya tidak bisa mendownload materi. Saya sudah mengikuti cara yang diberitahu admim yaitu menghapus data aplikasi edlink tapi tetap tidak bisa. Mohon dijawab karena ini penting untuk perkuliahan saya.",setelah saya update edlink ke versi terbaru saya tidak bisa mendownload materi saya sudah mengikuti cara yang diberitahu admim yaitu menghapus data aplikasi edlink tapi tetap tidak bisa mohon dijawab karena ini penting untuk perkuliahan saya,"['setelah', 'saya', 'update', 'edlink', 'ke', 'versi', 'terbaru', 'saya', 'tidak', 'bisa', 'mendownload', 'materi', 'saya', 'sudah', 'mengikuti', 'cara', 'yang', 'diberitahu', 'admim', 'yaitu', 'menghapus', 'data', 'aplikasi', 'edlink', 'tapi', 'tetap', 'tidak', 'bisa', 'mohon', 'dijawab', 'karena', 'ini', 'penting', 'untuk', 'perkuliahan', 'saya']"
"Setelah di update malah makin kacau. Buka materi yg isinya video youtube ga bisa, buka materi yg bentuknya pdf keterangannya di hp gada aplikasi yg bisa buka padahal udh di download dri sblum di perbarui,cuma mau buka aja ga bisa padahal di hp ada beberapa aplikasi bawaan buat buka file pdf",setelah di update malah makin kacau buka materi yg isinya video youtube ga bisa buka materi yg bentuknya pdf keterangannya di hp gada aplikasi yg bisa buka padahal udh di download dri sblum di perbaruicuma mau buka aja ga bisa padahal di hp ada beberapa aplikasi bawaan buat buka file pdf,"['setelah', 'di', 'update', 'malah', 'makin', 'kacau', 'buka', 'materi', 'yg', 'isinya', 'video', 'youtube', 'ga', 'bisa', 'buka', 'materi', 'yg', 'bentuknya', 'pdf', 'keterangannya', 'di', 'hp', 'gada', 'aplikasi', 'yg', 'bisa', 'buka', 'padahal', 'udh', 'di', 'download', 'dri', 'sblum', 'di', 'perbaruicuma', 'mau', 'buka', 'aja', 'ga', 'bisa', 'padahal', 'di', 'hp', 'ada', 'beberapa', 'aplikasi', 'bawaan', 'buat', 'buka', 'file', 'pdf']"
Bagus,bagus,['bagus']
"Halo min, kenpa edlink punya saya saat mau mengirim tugas, saat di cek di folder dalam HP mengapa tidak ada filenya yah, padahal filenya ada, seperti tidak terbaca file yang akan di kirim dalam bentuk PDF?",halo min kenpa edlink punya saya saat mau mengirim tugas saat di cek di folder dalam hp mengapa tidak ada filenya yah padahal filenya ada seperti tidak terbaca file yang akan di kirim dalam bentuk pdf,"['halo', 'min', 'kenpa', 'edlink', 'punya', 'saya', 'saat', 'mau', 'mengirim', 'tugas', 'saat', 'di', 'cek', 'di', 'folder', 'dalam', 'hp', 'mengapa', 'tidak', 'ada', 'filenya', 'yah', 'padahal', 'filenya', 'ada', 'seperti', 'tidak', 'terbaca', 'file', 'yang', 'akan', 'di', 'kirim', 'dalam', 'bentuk', 'pdf']"
"Habis pembaruan, edlink tidak bisa baca file di hp jadi ga bisa upload file",habis pembaruan edlink tidak bisa baca file di hp jadi ga bisa upload file,"['habis', 'pembaruan', 'edlink', 'tidak', 'bisa', 'baca', 'file', 'di', 'hp', 'jadi', 'ga', 'bisa', 'upload', 'file']"
Di HP Vivo Y21 tidak terbaca file doc dan pdf satu pun di HP saya.,di hp vivo y tidak terbaca file doc dan pdf satu pun di hp saya,"['di', 'hp', 'vivo', 'y', 'tidak', 'terbaca', 'file', 'doc', 'dan', 'pdf', 'satu', 'pun', 'di', 'hp', 'saya']"
"Kenapa tidak bisa kirim file tugas ya min, file yang ada di media library juga tidak bisa dihapus, file yang ada di dokumen ponsel juga tidak muncul, gimana bisa up min kalo gini??? Mohon dibenarkan ya min apknya, terimakasih",kenapa tidak bisa kirim file tugas ya min file yang ada di media library juga tidak bisa dihapus file yang ada di dokumen ponsel juga tidak muncul gimana bisa up min kalo gini mohon dibenarkan ya min apknya terimakasih,"['kenapa', 'tidak', 'bisa', 'kirim', 'file', 'tugas', 'ya', 'min', 'file', 'yang', 'ada', 'di', 'media', 'library', 'juga', 'tidak', 'bisa', 'dihapus', 'file', 'yang', 'ada', 'di', 'dokumen', 'ponsel', 'juga', 'tidak', 'muncul', 'gimana', 'bisa', 'up', 'min', 'kalo', 'gini', 'mohon', 'dibenarkan', 'ya', 'min', 'apknya', 'terimakasih']"
"Kenapaa setelah di-update tidak bisa untuk mengunduh file,mengirim file? Mohon bantuannya",kenapaa setelah diupdate tidak bisa untuk mengunduh filemengirim file mohon bantuannya,"['kenapaa', 'setelah', 'diupdate', 'tidak', 'bisa', 'untuk', 'mengunduh', 'filemengirim', 'file', 'mohon', 'bantuannya']"
semenjak update saya gk bisa upload tugas,semenjak update saya gk bisa upload tugas,"['semenjak', 'update', 'saya', 'gk', 'bisa', 'upload', 'tugas']"
"Tolong ini edlink saya knp tdk bisa buka file apapun selalu mengatakan anda tidak memiliki aplikasi apapun untuk membuka file ini silahkan cari di play store, udah banyak pasang aplikasi file smang tetap bisa itu gimana ini klo ada file penting🥺, klo sistem itu baik baru aku ganti bintangnya",tolong ini edlink saya knp tdk bisa buka file apapun selalu mengatakan anda tidak memiliki aplikasi apapun untuk membuka file ini silahkan cari di play store udah banyak pasang aplikasi file smang tetap bisa itu gimana ini klo ada file penting🥺 klo sistem itu baik baru aku ganti bintangnya,"['tolong', 'ini', 'edlink', 'saya', 'knp', 'tdk', 'bisa', 'buka', 'file', 'apapun', 'selalu', 'mengatakan', 'anda', 'tidak', 'memiliki', 'aplikasi', 'apapun', 'untuk', 'membuka', 'file', 'ini', 'silahkan', 'cari', 'di', 'play', 'store', 'udah', 'banyak', 'pasang', 'aplikasi', 'file', 'smang', 'tetap', 'bisa', 'itu', 'gimana', 'ini', 'klo', 'ada', 'file', 'penting🥺', 'klo', 'sistem', 'itu', 'baik', 'baru', 'aku', 'ganti', 'bintangnya']"
"Mohon maaf, kenapa di saya matakuliah akademiknya kosong ya. Saya jadi gk bisa ngirim tugas 🙏",mohon maaf kenapa di saya matakuliah akademiknya kosong ya saya jadi gk bisa ngirim tugas,"['mohon', 'maaf', 'kenapa', 'di', 'saya', 'matakuliah', 'akademiknya', 'kosong', 'ya', 'saya', 'jadi', 'gk', 'bisa', 'ngirim', 'tugas']"
"Halo min. Mau bertanya ini kenapa ya edlink saya tidak bisa buat mengunduh file. Ada pemberitahuan sudah terunduh tapi saya cek tidak ada unduhan. Sebelumnya ada peringatan perbarui edlink, setelah saya perbarui jadi gak bisa buat ngunduh. Mohon bantuannya min🙏",halo min mau bertanya ini kenapa ya edlink saya tidak bisa buat mengunduh file ada pemberitahuan sudah terunduh tapi saya cek tidak ada unduhan sebelumnya ada peringatan perbarui edlink setelah saya perbarui jadi gak bisa buat ngunduh mohon bantuannya min,"['halo', 'min', 'mau', 'bertanya', 'ini', 'kenapa', 'ya', 'edlink', 'saya', 'tidak', 'bisa', 'buat', 'mengunduh', 'file', 'ada', 'pemberitahuan', 'sudah', 'terunduh', 'tapi', 'saya', 'cek', 'tidak', 'ada', 'unduhan', 'sebelumnya', 'ada', 'peringatan', 'perbarui', 'edlink', 'setelah', 'saya', 'perbarui', 'jadi', 'gak', 'bisa', 'buat', 'ngunduh', 'mohon', 'bantuannya', 'min']"
"Untuk update terbaru knp pas mau unduh materi dan soal tugas ada bacaan download perangkat yg bisa membaca pdf dll, sedangkan saya sudah ada WPS yg bisa membaca pdf dll. Saya juga sudah mencoba apk lain dapat membaca pdf dll tpi ttp tidak mau ter unduh.",untuk update terbaru knp pas mau unduh materi dan soal tugas ada bacaan download perangkat yg bisa membaca pdf dll sedangkan saya sudah ada wps yg bisa membaca pdf dll saya juga sudah mencoba apk lain dapat membaca pdf dll tpi ttp tidak mau ter unduh,"['untuk', 'update', 'terbaru', 'knp', 'pas', 'mau', 'unduh', 'materi', 'dan', 'soal', 'tugas', 'ada', 'bacaan', 'download', 'perangkat', 'yg', 'bisa', 'membaca', 'pdf', 'dll', 'sedangkan', 'saya', 'sudah', 'ada', 'wps', 'yg', 'bisa', 'membaca', 'pdf', 'dll', 'saya', 'juga', 'sudah', 'mencoba', 'apk', 'lain', 'dapat', 'membaca', 'pdf', 'dll', 'tpi', 'ttp', 'tidak', 'mau', 'ter', 'unduh']"
Ini knp si min . Udh di instal ulang di copot di pasang lagi tapi gk bisa download materi astaga,ini knp si min  udh di instal ulang di copot di pasang lagi tapi gk bisa download materi astaga,"['ini', 'knp', 'si', 'min', 'udh', 'di', 'instal', 'ulang', 'di', 'copot', 'di', 'pasang', 'lagi', 'tapi', 'gk', 'bisa', 'download', 'materi', 'astaga']"
"Min, kenapa ini saya tidak bisa ngirim tugas bentuk file?",min kenapa ini saya tidak bisa ngirim tugas bentuk file,"['min', 'kenapa', 'ini', 'saya', 'tidak', 'bisa', 'ngirim', 'tugas', 'bentuk', 'file']"
"Admin kenapa ya,saya ini sudah sinkronisasi kelas sejak lama tapi semenjak di update edlink nya sekarang saya tidak bisa melihat matkul di kelas akademik atau kosong padahal saya sudah sinkronisasi kelasnya,jadi gimana ini maksudnya?",admin kenapa yasaya ini sudah sinkronisasi kelas sejak lama tapi semenjak di update edlink nya sekarang saya tidak bisa melihat matkul di kelas akademik atau kosong padahal saya sudah sinkronisasi kelasnyajadi gimana ini maksudnya,"['admin', 'kenapa', 'yasaya', 'ini', 'sudah', 'sinkronisasi', 'kelas', 'sejak', 'lama', 'tapi', 'semenjak', 'di', 'update', 'edlink', 'nya', 'sekarang', 'saya', 'tidak', 'bisa', 'melihat', 'matkul', 'di', 'kelas', 'akademik', 'atau', 'kosong', 'padahal', 'saya', 'sudah', 'sinkronisasi', 'kelasnyajadi', 'gimana', 'ini', 'maksudnya']"
"Setelah diperbarui kenapa gabisa buat ngirim tugas sih, tugas ga kekirim kirim help me",setelah diperbarui kenapa gabisa buat ngirim tugas sih tugas ga kekirim kirim help me,"['setelah', 'diperbarui', 'kenapa', 'gabisa', 'buat', 'ngirim', 'tugas', 'sih', 'tugas', 'ga', 'kekirim', 'kirim', 'help', 'me']"
"Saya gak bisa download file dan buka file , juga upload file tugas , gimana solusinya yaa ?",saya gak bisa download file dan buka file  juga upload file tugas  gimana solusinya yaa,"['saya', 'gak', 'bisa', 'download', 'file', 'dan', 'buka', 'file', 'juga', 'upload', 'file', 'tugas', 'gimana', 'solusinya', 'yaa']"
Eror lg kyny ni,eror lg kyny ni,"['eror', 'lg', 'kyny', 'ni']"
Gak bisa nambah file rar zip psd ai server suka down,gak bisa nambah file rar zip psd ai server suka down,"['gak', 'bisa', 'nambah', 'file', 'rar', 'zip', 'psd', 'ai', 'server', 'suka', 'down']"
Memudshkan pelajaran,memudshkan pelajaran,"['memudshkan', 'pelajaran']"
"suka bingung kalo di laptop berkas hasil downloadan nya pergi kemana? di cari cari kga ada ada, ada yg bisa langsung minta save, tpi kebanyakan bacaannya doang terunduh tpi berkasnya gatau kemana",suka bingung kalo di laptop berkas hasil downloadan nya pergi kemana di cari cari kga ada ada ada yg bisa langsung minta save tpi kebanyakan bacaannya doang terunduh tpi berkasnya gatau kemana,"['suka', 'bingung', 'kalo', 'di', 'laptop', 'berkas', 'hasil', 'downloadan', 'nya', 'pergi', 'kemana', 'di', 'cari', 'cari', 'kga', 'ada', 'ada', 'ada', 'yg', 'bisa', 'langsung', 'minta', 'save', 'tpi', 'kebanyakan', 'bacaannya', 'doang', 'terunduh', 'tpi', 'berkasnya', 'gatau', 'kemana']"
Habis di update masuknya lelet,habis di update masuknya lelet,"['habis', 'di', 'update', 'masuknya', 'lelet']"
Bagus,bagus,['bagus']
Mantap aplikasi nya,mantap aplikasi nya,"['mantap', 'aplikasi', 'nya']"
di perbaharui terus. memori full😪,di perbaharui terus memori full,"['di', 'perbaharui', 'terus', 'memori', 'full']"
Admin kenapa saya tidak masuk dalam daftar anggota saya padahal tugas banyak disitu dan forum2 nya juga tidak muncul dalam kelas admin gimana ini saya kena imbasnya sama dosen,admin kenapa saya tidak masuk dalam daftar anggota saya padahal tugas banyak disitu dan forum nya juga tidak muncul dalam kelas admin gimana ini saya kena imbasnya sama dosen,"['admin', 'kenapa', 'saya', 'tidak', 'masuk', 'dalam', 'daftar', 'anggota', 'saya', 'padahal', 'tugas', 'banyak', 'disitu', 'dan', 'forum', 'nya', 'juga', 'tidak', 'muncul', 'dalam', 'kelas', 'admin', 'gimana', 'ini', 'saya', 'kena', 'imbasnya', 'sama', 'dosen']"
Keren,keren,['keren']
payah ngerjain kuis dileptop gabisa diklik mana ngejar deadline,payah ngerjain kuis dileptop gabisa diklik mana ngejar deadline,"['payah', 'ngerjain', 'kuis', 'dileptop', 'gabisa', 'diklik', 'mana', 'ngejar', 'deadline']"
Oke,oke,['oke']
Terimakasih,terimakasih,['terimakasih']
"Halo min mau tanya , saya kok gabisa up tugas karena sudah penuh kapasitasnya , lalu saya mau hapus tugas lama juga tidak bisa , jadinya saya gabisa ngirim tugas , tolong kasi sarannya ya biar bsa up tugas lagi , makasi min",halo min mau tanya  saya kok gabisa up tugas karena sudah penuh kapasitasnya  lalu saya mau hapus tugas lama juga tidak bisa  jadinya saya gabisa ngirim tugas  tolong kasi sarannya ya biar bsa up tugas lagi  makasi min,"['halo', 'min', 'mau', 'tanya', 'saya', 'kok', 'gabisa', 'up', 'tugas', 'karena', 'sudah', 'penuh', 'kapasitasnya', 'lalu', 'saya', 'mau', 'hapus', 'tugas', 'lama', 'juga', 'tidak', 'bisa', 'jadinya', 'saya', 'gabisa', 'ngirim', 'tugas', 'tolong', 'kasi', 'sarannya', 'ya', 'biar', 'bsa', 'up', 'tugas', 'lagi', 'makasi', 'min']"
Mengapa file PDF nya tidak mau di unduh dan tidak bisa di buka mohon bantuannya min soalnya itu materi pnting dari dosen?,mengapa file pdf nya tidak mau di unduh dan tidak bisa di buka mohon bantuannya min soalnya itu materi pnting dari dosen,"['mengapa', 'file', 'pdf', 'nya', 'tidak', 'mau', 'di', 'unduh', 'dan', 'tidak', 'bisa', 'di', 'buka', 'mohon', 'bantuannya', 'min', 'soalnya', 'itu', 'materi', 'pnting', 'dari', 'dosen']"
Bagus,bagus,['bagus']
Tidak bisa mengganti foto profil,tidak bisa mengganti foto profil,"['tidak', 'bisa', 'mengganti', 'foto', 'profil']"
Mohon maaf kok tidak bisa di download yah,mohon maaf kok tidak bisa di download yah,"['mohon', 'maaf', 'kok', 'tidak', 'bisa', 'di', 'download', 'yah']"
"Tolong untuk edlink web nya diperbaikin dong, sekarang di edlink web kita tidak masuk kelas akademik, dan juga mengumpulkan tugas",tolong untuk edlink web nya diperbaikin dong sekarang di edlink web kita tidak masuk kelas akademik dan juga mengumpulkan tugas,"['tolong', 'untuk', 'edlink', 'web', 'nya', 'diperbaikin', 'dong', 'sekarang', 'di', 'edlink', 'web', 'kita', 'tidak', 'masuk', 'kelas', 'akademik', 'dan', 'juga', 'mengumpulkan', 'tugas']"
Tdk mau di updete,tdk mau di updete,"['tdk', 'mau', 'di', 'updete']"
Aplikasi tidak jelas,aplikasi tidak jelas,"['aplikasi', 'tidak', 'jelas']"
Sudah nyaman tapi loding,sudah nyaman tapi loding,"['sudah', 'nyaman', 'tapi', 'loding']"
GOOD,good,['good']
Baik,baik,['baik']
Tidak mendapatkann kode verifikasi di email untuk mendaftar.,tidak mendapatkann kode verifikasi di email untuk mendaftar,"['tidak', 'mendapatkann', 'kode', 'verifikasi', 'di', 'email', 'untuk', 'mendaftar']"
This app is good,this app is good,"['this', 'app', 'is', 'good']"
ngga bisa didwonload knpa ya,ngga bisa didwonload knpa ya,"['ngga', 'bisa', 'didwonload', 'knpa', 'ya']"
Kok prodi saya bisa kosong ya bu Imi kenapa ya Prodi PGSD,kok prodi saya bisa kosong ya bu imi kenapa ya prodi pgsd,"['kok', 'prodi', 'saya', 'bisa', 'kosong', 'ya', 'bu', 'imi', 'kenapa', 'ya', 'prodi', 'pgsd']"
Baikk,baikk,['baikk']
"Mohon arahan terjadi masalah pada pendaftaran akun baru edlink, untuk pengiriman Kode Verifikasi melalui E-mail tidak bisa semua",mohon arahan terjadi masalah pada pendaftaran akun baru edlink untuk pengiriman kode verifikasi melalui email tidak bisa semua,"['mohon', 'arahan', 'terjadi', 'masalah', 'pada', 'pendaftaran', 'akun', 'baru', 'edlink', 'untuk', 'pengiriman', 'kode', 'verifikasi', 'melalui', 'email', 'tidak', 'bisa', 'semua']"
Aplikasi rusak 👍🏻,aplikasi rusak,"['aplikasi', 'rusak']"
"Tolong perbaiki ya, mau buat akun kendala nya ada di kode verifikasi yang gak terkirim ke email. Terima kasih",tolong perbaiki ya mau buat akun kendala nya ada di kode verifikasi yang gak terkirim ke email terima kasih,"['tolong', 'perbaiki', 'ya', 'mau', 'buat', 'akun', 'kendala', 'nya', 'ada', 'di', 'kode', 'verifikasi', 'yang', 'gak', 'terkirim', 'ke', 'email', 'terima', 'kasih']"
"Kode verifikasi tidak masuk, sudah saya kirim beberap kali tetep aja. Susah untuk daftar. Sudah beberapa email yang saya pakai tetep saja sulit",kode verifikasi tidak masuk sudah saya kirim beberap kali tetep aja susah untuk daftar sudah beberapa email yang saya pakai tetep saja sulit,"['kode', 'verifikasi', 'tidak', 'masuk', 'sudah', 'saya', 'kirim', 'beberap', 'kali', 'tetep', 'aja', 'susah', 'untuk', 'daftar', 'sudah', 'beberapa', 'email', 'yang', 'saya', 'pakai', 'tetep', 'saja', 'sulit']"
Tolong jelasin min untuk daftar ke edlink tidak ada pesan masuk kode verifikasinya dan ketika langsung lanjutkan dengan akun google malah langsung keluar dari apk edlink??,tolong jelasin min untuk daftar ke edlink tidak ada pesan masuk kode verifikasinya dan ketika langsung lanjutkan dengan akun google malah langsung keluar dari apk edlink,"['tolong', 'jelasin', 'min', 'untuk', 'daftar', 'ke', 'edlink', 'tidak', 'ada', 'pesan', 'masuk', 'kode', 'verifikasinya', 'dan', 'ketika', 'langsung', 'lanjutkan', 'dengan', 'akun', 'google', 'malah', 'langsung', 'keluar', 'dari', 'apk', 'edlink']"
Kok punya saya bahas Inggris ya..tolong perbaiki mas/mbak,kok punya saya bahas inggris yatolong perbaiki masmbak,"['kok', 'punya', 'saya', 'bahas', 'inggris', 'yatolong', 'perbaiki', 'masmbak']"
Bagus semangat ya mengembangkan aplikasi nya semoga semakin baik baik dan kaya 😆😆😆,bagus semangat ya mengembangkan aplikasi nya semoga semakin baik baik dan kaya,"['bagus', 'semangat', 'ya', 'mengembangkan', 'aplikasi', 'nya', 'semoga', 'semakin', 'baik', 'baik', 'dan', 'kaya']"
Mantap,mantap,['mantap']
"Penyimpanan opsional terlalu dikit, semoga kedepannya bisa di tingkatkan lagi,untuk UI tampilan sudah bagus dan mudah di pahami,tapi masih ada problem error² ketika membuka aplikasi ini , Semoga kedepannya penyimpanan dan masalah error' di fix Terimakasih",penyimpanan opsional terlalu dikit semoga kedepannya bisa di tingkatkan lagiuntuk ui tampilan sudah bagus dan mudah di pahamitapi masih ada problem error² ketika membuka aplikasi ini  semoga kedepannya penyimpanan dan masalah error di fix terimakasih,"['penyimpanan', 'opsional', 'terlalu', 'dikit', 'semoga', 'kedepannya', 'bisa', 'di', 'tingkatkan', 'lagiuntuk', 'ui', 'tampilan', 'sudah', 'bagus', 'dan', 'mudah', 'di', 'pahamitapi', 'masih', 'ada', 'problem', 'error²', 'ketika', 'membuka', 'aplikasi', 'ini', 'semoga', 'kedepannya', 'penyimpanan', 'dan', 'masalah', 'error', 'di', 'fix', 'terimakasih']"
Agak ribet aplikasi nya buat agar lebih mudah dan tampilan nya juga di rapihin lagi okeh 😂😄😃😀☺️👍,agak ribet aplikasi nya buat agar lebih mudah dan tampilan nya juga di rapihin lagi okeh ☺️,"['agak', 'ribet', 'aplikasi', 'nya', 'buat', 'agar', 'lebih', 'mudah', 'dan', 'tampilan', 'nya', 'juga', 'di', 'rapihin', 'lagi', 'okeh', '☺️']"
Bagus dan terus tingkatkan agar lebih baik,bagus dan terus tingkatkan agar lebih baik,"['bagus', 'dan', 'terus', 'tingkatkan', 'agar', 'lebih', 'baik']"
Good,good,['good']
855y km,y km,"['y', 'km']"
Ok,ok,['ok']
Kok Edlink gak bisa scroll kebawah mau liat nilai dan dan lain2nya🤔,kok edlink gak bisa scroll kebawah mau liat nilai dan dan lainnya🤔,"['kok', 'edlink', 'gak', 'bisa', 'scroll', 'kebawah', 'mau', 'liat', 'nilai', 'dan', 'dan', 'lainnya🤔']"
Good,good,['good']
Ed link,ed link,"['ed', 'link']"
Ga bisa ganti Poto profil,ga bisa ganti poto profil,"['ga', 'bisa', 'ganti', 'poto', 'profil']"
Kenapa saya tidak bisa buka ediling web maupun edling aplikasi koneksi saya aja stapil di situ keretangan nya mohon priksa koneksi ada kurang stabil,kenapa saya tidak bisa buka ediling web maupun edling aplikasi koneksi saya aja stapil di situ keretangan nya mohon priksa koneksi ada kurang stabil,"['kenapa', 'saya', 'tidak', 'bisa', 'buka', 'ediling', 'web', 'maupun', 'edling', 'aplikasi', 'koneksi', 'saya', 'aja', 'stapil', 'di', 'situ', 'keretangan', 'nya', 'mohon', 'priksa', 'koneksi', 'ada', 'kurang', 'stabil']"
Min kenapa ini apknya ngelag2 ya ?,min kenapa ini apknya ngelag ya,"['min', 'kenapa', 'ini', 'apknya', 'ngelag', 'ya']"
Kok ga bisa masuk. Stuck di logo doang,kok ga bisa masuk stuck di logo doang,"['kok', 'ga', 'bisa', 'masuk', 'stuck', 'di', 'logo', 'doang']"
sangat baik,sangat baik,"['sangat', 'baik']"
Mantap,mantap,['mantap']
"Mohon kpda Edlink, Tolong saya Di Tanggapi, Kenapa saya tidak bisa ganti nama user (profil) setelah saya simpan tidak bisa diterapkan malah muncul notifikasi ( vaildation.digits.beteen ) ad solusinya atau gimana?",mohon kpda edlink tolong saya di tanggapi kenapa saya tidak bisa ganti nama user profil setelah saya simpan tidak bisa diterapkan malah muncul notifikasi  vaildationdigitsbeteen  ad solusinya atau gimana,"['mohon', 'kpda', 'edlink', 'tolong', 'saya', 'di', 'tanggapi', 'kenapa', 'saya', 'tidak', 'bisa', 'ganti', 'nama', 'user', 'profil', 'setelah', 'saya', 'simpan', 'tidak', 'bisa', 'diterapkan', 'malah', 'muncul', 'notifikasi', 'vaildationdigitsbeteen', 'ad', 'solusinya', 'atau', 'gimana']"
pengen tau,pengen tau,"['pengen', 'tau']"
Knp akun edlink saya menggunakan akun siakad tidak bisa masuk,knp akun edlink saya menggunakan akun siakad tidak bisa masuk,"['knp', 'akun', 'edlink', 'saya', 'menggunakan', 'akun', 'siakad', 'tidak', 'bisa', 'masuk']"
Sangat membantu apk in,sangat membantu apk in,"['sangat', 'membantu', 'apk', 'in']"
"Kalau absen scan code qr nya harus pakai 2 hape, dan harus scan saat itu juga kalo lewat 2 menit aja udah ga bisa absen. Jujur cukup sulit buat pake apk ini, but tetep mau Belajar soalnya kuliah wajib pake apk ini buat akses. Hape ga spek jadi susahh 😢",kalau absen scan code qr nya harus pakai  hape dan harus scan saat itu juga kalo lewat  menit aja udah ga bisa absen jujur cukup sulit buat pake apk ini but tetep mau belajar soalnya kuliah wajib pake apk ini buat akses hape ga spek jadi susahh,"['kalau', 'absen', 'scan', 'code', 'qr', 'nya', 'harus', 'pakai', 'hape', 'dan', 'harus', 'scan', 'saat', 'itu', 'juga', 'kalo', 'lewat', 'menit', 'aja', 'udah', 'ga', 'bisa', 'absen', 'jujur', 'cukup', 'sulit', 'buat', 'pake', 'apk', 'ini', 'but', 'tetep', 'mau', 'belajar', 'soalnya', 'kuliah', 'wajib', 'pake', 'apk', 'ini', 'buat', 'akses', 'hape', 'ga', 'spek', 'jadi', 'susahh']"
"Kenapaa gk bisa di download apk nya ya,,",kenapaa gk bisa di download apk nya ya,"['kenapaa', 'gk', 'bisa', 'di', 'download', 'apk', 'nya', 'ya']"
